0	0	0	0	0	0	0	
1000	0.006667	0.036667	0.026667	0.000000	0.000000	0.096667	
4000	0.123333	0.176667	0.210000	0.000000	0.000000	0.486667	
7000	0.306667	1.040000	0.593333	0.010000	0.026667	1.186667	
10000	1.226667	2.290000	1.816667	0.043333	0.006667	3.410000	
13000	1.333333	1.956667	2.096667	0.106667	0.013333	4.790000	
16000	1.926667	3.193333	3.150000	0.083333	0.013333	5.210000	
19000	4.686667	8.200000	9.456667	0.056667	0.106667	16.146667	
